Report Link	Region	Lead State	TMDL ID	TMDL Name	Document Name	Document Type	TMDL Status	TMDL Date	Fiscal Year	TMDL Type	Pollutant	Pollutant Group	Assessment Unit ID	MatchScoreDescending	likely_model	score1	qual	qualmatch	mike she	mike shematch	answers	answersmatch	gwlf	gwlfmatch	wasp	waspmatch	warmf	warmfmatch	spreadsheet	spreadsheetmatch	swat	swatmatch	gssha	gsshamatch	minteq	minteqmatch	concepts	conceptsmatch	cequalriv	cequalrivmatch	agnps	agnpsmatch	sstemp	sstempmatch	hec-hms	hec-hmsmatch	cequalw2	cequalw2match	oteq	oteqmatch	stepl	steplmatch	usle	uslematch	sustain	sustainmatch	curve number	curve numbermatch	efdc	efdcmatch	cche	cchematch	kineros	kinerosmatch	bathub	bathubmatch	tidal prism	tidal prismmatch	edp riv1	edp riv1match	load duration curve	load duration curvematch	simple method	simple methodmatch	basins	basinsmatch	mike 11	mike 11match	hspf	hspfmatch	swmm	swmmmatch	mass balance	mass balancematch	dwsm	dwsmmatch	hec ras	hec rasmatch	validation	validation_text
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60766	9	CA	11917	NAVARRO RIVER TEMPERATURE	CA-EPA-Navarro-SedTemp-TMDL-122700-OK.pdf	Document	Approved/Established	21-Dec-00	2001	Nonpoint Source	Temperature	Temperature	CAR113.500NAVARRO RIVER	100	;sstemp	;2	0		0		0		0		0		0		0		0		0		0		0		0		0		2	" SSTEMP , SSTEMP "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60769	9	CA	10069	NAVARRO RIVER SEDIMENT	CA-EPA-Navarro-SedTemp-TMDL-122700-OK - Copy.pdf	Document	Approved/Established	21-Dec-00	2001	Nonpoint Source	Sediment	Sediment	CAR113.500NAVARRO RIVER	100	;sstemp	;2	0		0		0		0		0		0		0		0		0		0		0		0		0		2	" SSTEMP , SSTEMP "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60772	9	CA	4081	TEN MILE RIVER SEDIMENT TMDL	CA-EPA-TenMile-Sed-TMDL-122700-OK.pdf	Document	Approved/Established	27-Dec-00	2001	Nonpoint Source	Sediment	Sediment	CAR113.130TEN MILE RIVER	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60774	9	CA	4078	ALBION RIVER TMDL FOR SEDIMENT	CA-EPA-Albion-Sed-TMDL-122001-OK.pdf	Document	Approved/Established	20-Dec-01	2002	Point/Nonpoint Source	Sediment	Sediment	CAR113.400ALBION RIVER	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60776	9	CA	4079	BIG RIVER TMDL FOR SEDIMENT	CA-EPA-BigRiver-Sed-TMDL-122001-OK.pdf	Document	Approved/Established	20-Dec-01	2002	Point/Nonpoint Source	Sediment	Sediment	CAR113.300BIG RIVER	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60778	9	CA	4080	GUALALA RIVER TMDL FOR SEDIMENT	CA-EPA-Gualala-Sed-TMDL-122001-OK.pdf	Document	Approved/Established	20-Dec-01	2002	Point/Nonpoint Source	Sediment	Sediment	CAR113.800GUALALA RIVER	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1	 validat
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60780	9	CA	12071	TRINITY RIVER SEDIMENT	CA-EPA-Trinity-Sed-TMDL-122001-OK.pdf	Document	Approved/Established	20-Dec-01	2002	Point/Nonpoint Source	Sediment	Sediment	CAR106.000TRINITY RIVER	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60782	9	CA	10054	L.A. RIVER RE. 5 TRASH	CA-EPA-LARiver-Trash-TMDL-031902-OK.pdf	Document	Approved/Established	19-Mar-02	2002	Point/Nonpoint Source	Trash	Trash	CA409.3650R LS ANGELES R5	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60783	9	CA	11955	BALLONA CREEK TRASH	CA-EPA-Ballona-Trash-TMDL-031902-OK.pdf	Document	Approved/Established	19-Mar-02	2002	Point/Nonpoint Source	Trash	Trash	CA406.0050R BALLONA CREEK	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60784	9	CA	12069	SAN DIEGO CREEK AND NEWPORT BAY TOXIC POLLUTANTS TMDL	CA-EPA-NewportSD-Toxics-TMDL-061402-OK.pdf	Document	Approved/Established	14-Jun-02	2002	Point/Nonpoint Source	"Cadmium,Chlordane,Chlorpyrifos,Chromium, Total,Copper,DDT,Diazinon,Dieldrin,Lead,Mercury,Selenium,Total PCBs,Toxaphene,Zinc"	"Mercury,Metals (other than Mercury),Pesticides,Polychlorinated Biphenyls (PCBs)"	"CAB801.110NEWPORT BAY, LO,CAB801.140NEWPORT BAY, UP,CAE801.110UPPER NEWPORT B,CAR801.110SAN DIEGO CR 1,CAR801.110SAN DIEGO CR 2,Rhine Channel"	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60785	9	CA	12059	SANTA CLARA RIVER REACH 3 CHLORIDES	CA-EPA-SantaclaraR3-Chloride-TMDL-061803-OK.pdf	Document	Approved/Established	18-Jun-03	2003	Point/Nonpoint Source	Chloride	Salinity/Total Dissolved Solids/Chlorides/Sulfates	CA403.0160R SN CLARA R R3	100			0		0		0		0		0		1	 WARMF 	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60786	9	CA	11913	MATTOLE RIVER SEDIMENT	CA-EPA-Mattole-SedTemp-TMDL-123002-OK.pdf	Document	Approved/Established	30-Dec-03	2004	Nonpoint Source	Sediment	Sediment	CAR112.300MATTOLE RIVER	100	;sstemp	;2	0		0		0		0		0		0		1	 spreadsheet 	0		0		0		0		0		0		2	" SSTEMP , SSTEMP "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1	 validat
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60788	9	CA	11914	MATTOLE RIVER TEMPERATURE	CA-EPA-Mattole-SedTemp-TMDL-123002-OK - Copy.pdf	Document	Approved/Established	30-Dec-03	2004	Nonpoint Source	Temperature	Temperature	CAR112.300MATTOLE RIVER	100	;sstemp	;2	0		0		0		0		0		0		1	 spreadsheet 	0		0		0		0		0		0		2	" SSTEMP , SSTEMP "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1	 validat
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60792	9	CA	11251	EEL RIVER UPPER MAIN TEMPERATURE TMDL	CA-EPA-EelUpperMainTomki-SedTemp-TMDL-122904-OK.pdf	Document	Approved/Established	29-Dec-04	2005	Point/Nonpoint Source	Temperature	Temperature	"CAR111.60EEL RIVER,UP M F"	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		4	" validat, Validat, validat, Validat"
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60794	9	CA	12070	EEL RIVER UPPER MAIN SEDIMENT TMDL	CA-EPA-EelUpperMainTomki-SedTemp-TMDL-122904-OK - Copy.pdf	Document	Approved/Established	29-Dec-04	2005	Point/Nonpoint Source	Sediment	Sediment	"CAR111.60EEL RIVER,UP M F"	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		4	" validat, Validat, validat, Validat"
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60796	9	CA	22557	MIDDLE MAIN EEL RIVER SEDIMENT TMDL	CA-EPA-EelMiddleMain-SedTemp-TMDL-121905-OK.pdf	Document	Approved/Established	19-Dec-05	2006	Nonpoint Source	Sediment	Sediment	"CAR111.70EEL RIVER, M M F"	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60797	9	CA	22558	MIDDLE MAIN EEL RIVER TEMPERATURE TMDL	CA-EPA-EelMiddleMain-SedTemp-TMDL-121905-OK - Copy.pdf	Document	Approved/Established	19-Dec-05	2006	Nonpoint Source	Temperature	Temperature	"CAR111.70EEL RIVER, M M F"	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60799	9	AZ	756	Luna Lake Nitrogen and Phosphorus TMDL	LunaLk-NandP-TMDL-090800.pdf	Document	Approved/Established	8-Sep-00	2000	Nonpoint Source	"Dissolved Oxygen,Nitrogen,Phosphorus, Total,pH"	"Nutrients,Organic Enrichment/Oxygen Depletion,pH/Acidity/Caustic Conditions"	AZ15040004-0840	100	;gwlf;curve number;basins;mass balance	;37;3;3;2	0		0		0		37	"(GWLF),(GWLF), GWLF ,(GWLF), GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF , GWLF ,(GWLF), GWLF "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3	" Curve Number , Curve Number , Curve Number "	0		0		0		0		0		0		0		0		3	" BASINS , BASINS , BASINS "	0		0		0		2	"mass balance model,mass balance model"	0		0		14	"
Validat,
Validat,
Validat,
Validat,
Validat,
Validat, validat, validat,
Validat,
Validat,
Validat,
Validat,
Validat,
Validat"
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60824	3	PA	50900	Fish Run	pinecreek-bacteria-mar2013.pdf	Document	Approved/Established	8-Mar-13	2013	Point/Nonpoint Source	Fecal Coliform	Pathogens	PA18A42211_14249	100	;hspf	;88	0		0		0		0		0		0		1	 Spreadsheet 	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1	 BASINS 	0		88	"(LSPC), LSPC , LSPC , LSPC , LSPC , LSPC , HSPF , LSPC ,(LSPC), LSPC , LSPC ,(HSPF), LSPC , HSPF , LSPC , HSPF , HSPF , HSPF , HSPF ,
HSPF , HSPF , HSPF , HSPF , HSPF , LSPC
, LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , HSPF , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC ,
LSPC ,
LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC ,
LSPC , HSPF ,(LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , LSPC , HSPF "	0		0		0		0		11	" Validat, validat, validat, validat, validat, Validat, validat, validat, validat, validat, corroborat"
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60825	8	SD	12351	SYLVAN LAKE	Sylvan Lake TMDL Final.pdf	Document	Approved/Established	1-Sep-05	2005	Nonpoint Source	Phosphorus	Nutrients	SD_CH0021	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60843	8	ND	"9,809,981,098,119,810"	"HEART RIVER - LOWER SEGMENT,HEART RIVER - UPPER SEGMENT,PATTERSON LAKE (DICKINSON RESERVOIR),SOUTH BRANCH HEART RIVER"	Patterson Lake TMDL Final.pdf	Document	Approved/Established	6-Feb-04	2004	Nonpoint Source	"Phosphorus,Sediment"	"Nutrients,Sediment"	"ND-10130202-003-S_00,ND-10130202-056-S_00,ND_L54,ND_R53"	100	;load duration curve	;2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2	"load duration curve,load duration curve"	0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60844	8	ND	9808	RICE LAKE	Rice Lake TMDL Final.pdf	Document	Approved/Established	6-Feb-04	2004	Nonpoint Source	Phosphorus	Nutrients	ND_L37	100			0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60880	9	AZ	11700	PINTO CREEK COPPER TMDL	AZ-EPA-Pinto-Copper-TMDL-042701-OK.pdf	Document	Approved/Established	27-Apr-01	2001	Point/Nonpoint Source	Copper	Metals (other than Mercury)	AZ15060103-018	100	;curve number	;2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		2	" Curve Number
, Curve Number "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60940	4	NC	51000	TMDL for Fecal Coliform for the Shallotte River	51000_Shallotte-FCTMDL.pdf	Document	Approved/Established	18-Dec-12	2013	Point/Nonpoint Source	Fecal Coliform	Pathogens	"NC15-25-2-(10)a,NC15-25-2-(10)b,NC15-25-2-(10)c,NC15-25-2-(10)d1,NC15-25-2-(10)d2,NC15-25-2-11-(2),NC15-25-2-12-(2),NC15-25-2-14,NC15-25-2-15-(3),NC15-25-2-16,NC15-25-2-16-1-(2),NC15-25-2-16-4-(2)"	100	;tidal prism;spreadsheet	;16;14	0		0		0		0		0		0		14	" Spreadsheet-, spreadsheet-, spreadsheet-, spreadsheet-, spreadsheet-, spreadsheet-, spreadsheet-, spreadsheet , spreadsheet , spreadsheet-, spreadsheet , spreadsheet , spreadsheet-, spreadsheet "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		16	" tidal prism , tidal prism , tidal prism , tidal prism , tidal prism , Tidal prism , tidal prism , tidal prism , tidal prism , tidal prism , tidal prism , tidal prism , tidal prism , tidal prism , tidal prism , tidal prism "	0		0		0		0		0		0		0		0		0		0		0	
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61080	8	MT	"123,101,231,112,312,000,000,000,000,000"	"CEDAR CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA,JOSEPHINE CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA,KENNEDY CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA,LITTLE MCCORMICK CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA,MCCORMICK CREEK (LITTLE MCCORMICK CK TO MOUTH) - NINEMILE CREEK PLANNING AREA,STONY CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA"	Ninemile_Creek_TPA_Final.pdf	Document	Approved/Established	26-Jul-05	2005	Nonpoint Source	"Copper,Lead,Mercury,Siltation,Zinc"	"Mercury,Metals (other than Mercury),Sediment"	"MT76M00228,MT76M00230,MT76M004_020,MT76M004_031,MT76M004_070,MT76M004_080"	100	;usle	;5	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		5	" USLE , USLE ,(USLE), USLE , USLE "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		3	" corroborat, validat, validat"
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61081	8	MT	"1,161,511,616"	"FLAT CREEK (HENRY CREEK TO MOUTH) - DEARBORN RIVER PLANNING AREA,MIDDLE FORK OF THE DEARBORN RIVER - DEARBORN RIVER PLANNING AREA"	Dearborn_River_TPA_Final.pdf	Document	Approved/Established	25-May-05	2005	Nonpoint Source	Sediment	Sediment	"MT41Q003_040,MT41U0013"	100	;usle;sstemp	;19;5	0		0		0		0		0		0		0		0		0		0		0		0		0		5	"(SSTEMP),
SSTEMP , SSTEMP ,
SSTEMP , SSTEMP "	0		0		0		0		19	" USLE , USLE , USLE ,(USLE), USLE ,(USLE), USLE , USLE , USLE , USLE , USLE , USLE , USLE , USLE , USLE , USLE , USLE , USLE , USLE "	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
