Report Link,Other Cause,Dioxins,TMDL Name,Habitat Alterations,TMDL Type,Chlorine,Region,Turbidity,Sediment,Pesticides,Oil and Grease,Pollutant Group,Assessment Unit ID,Toxic Inorganics,Mercury,TMDL ID,MatchScoreDescending,Metals (other than Mercury),Trash,Pathogens,Total Toxics,TMDL Status,pH/Acidity/Caustic Conditions,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Polychlorinated Biphenyls (PCBs),Fiscal Year,Ammonia,Document Name,Temperature,Toxic Organics,Organic Enrichment/Oxygen Depletion,Nutrients,Pollutant,Lead State,Document Type,Noxious Aquatic Plants,number_of_pages
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60782,0.0,0.0,L.A. RIVER RE. 5 TRASH,0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Trash,CA409.3650R LS ANGELES R5,0.0,0.0,10054,100.0,0.0,1.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2002.0,0.0,CA-EPA-LARiver-Trash-TMDL-031902-OK.pdf,0.0,0.0,0.0,0.0,Trash,CA,Document,0.0,28
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60783,0.0,0.0,BALLONA CREEK TRASH,0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Trash,CA406.0050R BALLONA CREEK,0.0,0.0,11955,100.0,0.0,1.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2002.0,0.0,CA-EPA-Ballona-Trash-TMDL-031902-OK.pdf,0.0,0.0,0.0,0.0,Trash,CA,Document,0.0,18
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60784,0.0,0.0,SAN DIEGO CREEK AND NEWPORT BAY TOXIC POLLUTANTS TMDL,0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,22.0,0.0,Mercury;Metals (other than Mercury);Pesticides;Polychlorinated Biphenyls (PCBs),"CAB801.110NEWPORT BAY, LO;CAB801.140NEWPORT BAY, UP;CAE801.110UPPER NEWPORT B;CAR801.110SAN DIEGO CR 1;CAR801.110SAN DIEGO CR 2;Rhine Channel",0.0,1.0,12069,5200.0,24.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,5.0,2002.0,0.0,CA-EPA-NewportSD-Toxics-TMDL-061402-OK.pdf,0.0,0.0,0.0,0.0,"Cadmium;Chlordane;Chlorpyrifos;Chromium, Total;Copper;DDT;Diazinon;Dieldrin;Lead;Mercury;Selenium;Total PCBs;Toxaphene;Zinc",CA,Document,0.0,89
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60785,0.0,0.0,SANTA CLARA RIVER REACH 3 CHLORIDES,0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Salinity/Total Dissolved Solids/Chlorides/Sulfates,CA403.0160R SN CLARA R R3,0.0,0.0,12059,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,1.0,0.0,2003.0,0.0,CA-EPA-SantaclaraR3-Chloride-TMDL-061803-OK.pdf,0.0,0.0,0.0,0.0,Chloride,CA,Document,0.0,22
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60786,0.0,0.0,MATTOLE RIVER SEDIMENT,0.0,Nonpoint Source,0.0,9,0.0,1.0,0.0,0.0,Sediment,CAR112.300MATTOLE RIVER,0.0,0.0,11913,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,CA-EPA-Mattole-SedTemp-TMDL-123002-OK.pdf,0.0,0.0,0.0,0.0,Sediment,CA,Document,0.0,44
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60792,0.0,0.0,EEL RIVER UPPER MAIN TEMPERATURE TMDL,0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Temperature,"CAR111.60EEL RIVER,UP M F",0.0,0.0,11251,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,CA-EPA-EelUpperMainTomki-SedTemp-TMDL-122904-OK.pdf,1.0,0.0,0.0,0.0,Temperature,CA,Document,0.0,140
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60796,0.0,0.0,MIDDLE MAIN EEL RIVER SEDIMENT TMDL,0.0,Nonpoint Source,0.0,9,0.0,1.0,0.0,0.0,Sediment,"CAR111.70EEL RIVER, M M F",0.0,0.0,22557,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2006.0,0.0,CA-EPA-EelMiddleMain-SedTemp-TMDL-121905-OK.pdf,0.0,0.0,0.0,0.0,Sediment,CA,Document,0.0,56
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60799,0.0,0.0,Luna Lake Nitrogen and Phosphorus TMDL,0.0,Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Nutrients;Organic Enrichment/Oxygen Depletion;pH/Acidity/Caustic Conditions,AZ15040004-0840,0.0,0.0,756,400.0,0.0,0.0,0.0,0.0,Approved/Established,1.0,0.0,0.0,2000.0,0.0,LunaLk-NandP-TMDL-090800.pdf,0.0,0.0,1.0,2.0,"Dissolved Oxygen;Nitrogen;Phosphorus, Total;pH",AZ,Document,0.0,101
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60824,0.0,0.0,Fish Run,0.0,Point/Nonpoint Source,0.0,3,0.0,0.0,0.0,0.0,Pathogens,PA18A42211_14249,0.0,0.0,50900,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,pinecreek-bacteria-mar2013.pdf,0.0,0.0,0.0,0.0,Fecal Coliform,PA,Document,0.0,241
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60825,0.0,0.0,SYLVAN LAKE,0.0,Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Nutrients,SD_CH0021,0.0,0.0,12351,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,Sylvan Lake TMDL Final.pdf,0.0,0.0,0.0,1.0,Phosphorus,SD,Document,0.0,148
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60843,0.0,0.0,HEART RIVER - LOWER SEGMENT;HEART RIVER - UPPER SEGMENT;PATTERSON LAKE (DICKINSON RESERVOIR);SOUTH BRANCH HEART RIVER,0.0,Nonpoint Source,0.0,8,0.0,5.0,0.0,0.0,Nutrients;Sediment,ND-10130202-003-S_00;ND-10130202-056-S_00;ND_L54;ND_R53,0.0,0.0,9809;9810;9811;9812,900.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,Patterson Lake TMDL Final.pdf,0.0,0.0,0.0,4.0,Phosphorus;Sediment,ND,Document,0.0,40
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60844,0.0,0.0,RICE LAKE,0.0,Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Nutrients,ND_L37,0.0,0.0,9808,300.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,Rice Lake TMDL Final.pdf,0.0,0.0,0.0,3.0,Phosphorus,ND,Document,0.0,23
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60880,0.0,0.0,PINTO CREEK COPPER TMDL,0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Metals (other than Mercury),AZ15060103-018,0.0,0.0,11700,100.0,1.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2001.0,0.0,AZ-EPA-Pinto-Copper-TMDL-042701-OK.pdf,0.0,0.0,0.0,0.0,Copper,AZ,Document,0.0,100
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=60940,0.0,0.0,TMDL for Fecal Coliform for the Shallotte River,0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,NC15-25-2-(10)a;NC15-25-2-(10)b;NC15-25-2-(10)c;NC15-25-2-(10)d1;NC15-25-2-(10)d2;NC15-25-2-11-(2);NC15-25-2-12-(2);NC15-25-2-14;NC15-25-2-15-(3);NC15-25-2-16;NC15-25-2-16-1-(2);NC15-25-2-16-4-(2),0.0,0.0,51000,1200.0,0.0,0.0,12.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,51000_Shallotte-FCTMDL.pdf,0.0,0.0,0.0,0.0,Fecal Coliform,NC,Document,0.0,40
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61080,0.0,0.0,CEDAR CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA;JOSEPHINE CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA;KENNEDY CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA;LITTLE MCCORMICK CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA;MCCORMICK CREEK (LITTLE MCCORMICK CK TO MOUTH) - NINEMILE CREEK PLANNING AREA;STONY CREEK (HEADWATERS TO MOUTH) - NINEMILE CREEK PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,6.0,0.0,0.0,Mercury;Metals (other than Mercury);Sediment,MT76M00228;MT76M00230;MT76M004_020;MT76M004_031;MT76M004_070;MT76M004_080,0.0,1.0,12310;12311;12312;12313;12314;12317,1000.0,3.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,Ninemile_Creek_TPA_Final.pdf,0.0,0.0,0.0,0.0,Copper;Lead;Mercury;Siltation;Zinc,MT,Document,0.0,236
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61081,0.0,0.0,FLAT CREEK (HENRY CREEK TO MOUTH) - DEARBORN RIVER PLANNING AREA;MIDDLE FORK OF THE DEARBORN RIVER - DEARBORN RIVER PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,2.0,0.0,0.0,Sediment,MT41Q003_040;MT41U0013,0.0,0.0,11615;11616,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,Dearborn_River_TPA_Final.pdf,0.0,0.0,0.0,0.0,Sediment,MT,Document,0.0,154
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61082,0.0,0.0,FORD CREEK - SUN RIVER PLANNING AREA;MUDDY CREEK - SUN RIVER PLANNING AREA,0.0,Nonpoint Source,0.0,8,1.0,1.0,0.0,0.0,Metals (other than Mercury);Nutrients;Salinity/Total Dissolved Solids/Chlorides/Sulfates;Sediment;Temperature;Turbidity,MT41K002_010;MT41K002_020,0.0,0.0,11584;11587,900.0,1.0,0.0,0.0,0.0,Approved/Established,0.0,3.0,0.0,2005.0,0.0,Sun_River_Watershed_TPA_Final.pdf,1.0,0.0,0.0,2.0,Nitrogen;Phosphorus;Selenium;Siltation;Suspended Solids;Thermal Modifications;Total Dissolved Solids (TDS),MT,Document,0.0,256
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61083,0.0,0.0,GOAT CREEK (HEADWATERS TO SQUEEZER CREEK) - SWAN LAKE PLANNING AREA;JIM CREEK - SWAN LAKE PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,2.0,0.0,0.0,Sediment,MT76K003_010;MT76K003_031,0.0,0.0,11582;11583,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,Swan_Lake_Watershed_TPA_Final.pdf,0.0,0.0,0.0,0.0,Sediment,MT,Document,0.0,148
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61084,0.0,0.0,DEEP CREEK - TETON RIVER PLANNING AREA;PRIEST BUTTE LAKES - TETON RIVER PLANNING AREA;TETON RIVER (MUDDY CK TO MOUTH) - TETON RIVER PLANNING AREA;TETON SPRING CREEK (CHOTEAU TO MOUTH) - TETON RIVER PLANNING AREA;TETON SPRING CREEK (HEADWATERS TO CHOTEAU) - TETON RIVER PLANNING AREA;WILLOW CREEK (HEADWATERS TO DEEP CREEK) - TETON RIVER PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,16.0,0.0,0.0,Metals (other than Mercury);Nutrients;Salinity/Total Dissolved Solids/Chlorides/Sulfates;Sediment;Temperature,MT41O001_010;MT41O002_010;MT41O002_020;MT41O002_060;MT41O002_070;MT41O004_020,0.0,0.0,11060;11065;11069;11073;11074;11075,2600.0,1.0,0.0,0.0,0.0,Approved/Established,0.0,5.0,0.0,2004.0,0.0,TetonRiver_Watershed_Final.pdf,1.0,0.0,0.0,3.0,Nitrogen;Phosphorus;Salinity;Salinity/Total Dissolved Solids/Sulfates;Sediment;Selenium;Thermal Modifications;Total Dissolved Solids (TDS),MT,Document,0.0,174
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61085,0.0,0.0,EAST FORK LOLO CREEK - UPPER LOLO CREEK PLANNING AREA;GRANITE CREEK - UPPER LOLO CREEK PLANNING AREA;LEE CREEK - UPPER LOLO CREEK PLANNING AREA;LOST PARK CREEK - UPPER LOLO CREEK PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,4.0,0.0,0.0,Sediment,MT76H005_030;MT76H005_040;MT76H005_060;MT76H005_070,0.0,0.0,10816;10817;10818;10819,400.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2003.0,0.0,UpperLolo_TPA_Final.pdf,0.0,0.0,0.0,0.0,Sedimentation/Siltation,MT,Document,0.0,89
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61086,0.0,0.0,DASIY CREEK - COOKE CITY PLANNING AREA;FISHER CREEK - COOKE CITY PLANNING AREA;SODA BUTTE CREEK - COOKE CITY PLANNING AREA;STILLWATER RIVER - COOKE CITY PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,3.0,0.0,0.0,Metals (other than Mercury);Sediment;pH/Acidity/Caustic Conditions,MT43B002_031;MT43C001_010;MT43C002_140;MT43D002_110,0.0,0.0,10742;10744;10747;10748,2700.0,22.0,0.0,0.0,0.0,Approved/Established,2.0,0.0,0.0,2003.0,0.0,CookeCity_TPA_Final.pdf,0.0,0.0,0.0,0.0,Aluminum;Cadmium;Copper;Iron;Lead;Manganese;Sediment;Silver;Zinc;pH,MT,Document,0.0,111
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61088,0.0,0.0,DEEP CREEK,0.0,Not Entered,0.0,8,0.0,9.0,0.0,0.0,Sediment,MT41D0043;MT41O0012;MT76F00246;MT76M00220,0.0,0.0,368,900.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,1998.0,0.0,DeepCreek_TMDL_1997.pdf,0.0,0.0,0.0,0.0,Sediment,MT,Document,0.0,108
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61120,0.0,0.0,ARRASTRA CREEK - BLACKFOOT HEADWATERS PLANNING AREA;POORMAN CREEK - BLACKFOOT HEADWATERS PLANNING AREA;WILLOW CREEK - BLACKFOOT HEADWATERS PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,6.0,0.0,0.0,Sediment,MT76F002_020;MT76F002_030;MT76F002_070,0.0,0.0,11414;11415;11416,600.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,Blackfoot_HdWtrs_SEDIMENT_Final.pdf,0.0,0.0,0.0,0.0,Sediment,MT,Document,0.0,134
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61121,0.0,0.0,BEARTRAP CREEK (MIKE HORSE CREEK TO MOUTH) - BLACKFOOT HEADWATERS PLANNING AREA;BLACKFOOT RIVER (LANDERS FORK TO NEVADA CREEK) - BLACKFOOT HEADWATERS PLANNING AREA;MIKE HORSE CREEK - BLACKFOOT HEADWATERS PLANNING AREA;POORMAN CREEK (HEADWATERS TO MOUTH) - BLACKFOOT HEADWATERS PLANNING AREA;SANDBAR CREEK (FROM FORKS TO MOUTH) - BLACKFOOT HEADWATERS PLANNING AREA,0.0,Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Metals (other than Mercury),MT76F0012;MT76F002_030;MT76F002_040;MT76F002_060;MT76F003_010,0.0,0.0,11178;11179;11180;11181;11182,2400.0,24.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,BlackfootHdwtrsRestorationPlan_METALS_FINAL.pdf,0.0,0.0,0.0,0.0,Aluminum;Cadmium;Copper;Iron;Lead;Manganese;Zinc,MT,Document,0.0,113
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=61206,0.0,0.0,BALLONA CREEK METALS TMDL,0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Metals (other than Mercury),CA406.0000E BALLONA CK ES;CA406.0050R BALLONA CREEK;CA406.0070R SEPULVEDA CYN,0.0,0.0,22582,700.0,7.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2006.0,0.0,22582 Ballona Metals TMDL CA docs.pdf,0.0,0.0,0.0,0.0,Copper;Lead;Selenium;Zinc,CA,Document,0.0,95
